frame,wheel,cat,drops,level,tf,az
Diamondback Andean,ENVE SES 2.2,TT,764600,35,49:58.0,50:01.0
Diamondback Andean,ENVE SES 3.4,TT,764600,35,49:32.0,49:59.5
Diamondback Andean,ENVE SES 6.7,TT,764600,35,49:26.0,50:07.5
Diamondback Andean,ENVE SES 7.8,TT,778800,39,49:13.5,50:03.5
Diamondback Andean,ENVE SES 8.9,TT,778800,35,49:14.5,50:12.0
Diamondback Andean,FFWD RYOT55,TT,686600,35,49:31.5,49:59.5
Diamondback Andean,Giant SLR 0,TT,764700,35,49:35.0,50:00.0
Diamondback Andean,Lightweight Meilenstein,TT,572900,35,49:44.5,49:51.5
Diamondback Andean,Mavic Comete Pro Carbon SL UST,TT,714900,35,49:32.5,50:18.0
Diamondback Andean,Mavic Cosmic CXR60c,TT,714900,35,49:36.5,50:16.0
Diamondback Andean,Mavic Cosmic Ultimate UST,TT,714900,35,49:39.0,50:13.5
Diamondback Andean,Novatec R4,TT,668800,35,49:54.5,50:12.5
Diamondback Andean,Roval Alpinist CLX,TT,708200,35,49:45.0,49:51.5
Diamondback Andean,Roval CLX64,TT,743300,35,49:28.0,50:07.5
Diamondback Andean,Roval Rapide CLX,TT,768200,35,49:28.0,50:02.5
Diamondback Andean,Shimano C40,TT,658200,35,49:46.0,50:11.0
Diamondback Andean,Shimano C50,TT,661600,35,49:23.5,50:15.0
Diamondback Andean,Shimano C50,TT,661600,35,49:23.5,50:15.0
Diamondback Andean,Shimano C60,TT,665200,35,49:35.0,50:18.5
Diamondback Andean,Zipp 202,TT,722100,35,49:53.0,50:02.0
Diamondback Andean,Zipp 353 NSW,TT,828500,35,49:29.0,49:59.5
Diamondback Andean,Zipp 404,TT,722100,35,49:25.0,50:03.5
Diamondback Andean,Zipp 454,TT,856900,35,49:22.0,50:00.5
Diamondback Andean,Zipp 808,TT,750500,35,49:16.0,50:09.5
Diamondback Andean,Zipp 808/Super9,TT,1648600,35,49:07.0,50:18.5
Diamondback Andean,Zipp 858,TT,885300,37,49:12.0,50:06.5
Diamondback Andean,Zipp 858/Super9,TT,2081700,45,49:05.0,50:17.5
Diamondback Andean,Zwift 32mm Carbon,TT,572900,35,49:58.0,50:07.5
Diamondback Andean,Zwift 50mm Carbon,TT,693600,35,49:45.5,50:08.5
Diamondback Andean,Zwift Buffalo Fahrrad,TT,576100,40,50:03.0,50:14.5
Diamondback Andean,Zwift Classic,TT,608500,35,50:04.0,50:15.5
Diamondback Andean,Zwift Safety,TT,1282900,44,49:58.5,50:07.0
Factor One,Bontrager Aeolus5,Road,596400,20,51:05.5,49:22.0
Factor One,CADEX 36,Road,683400,26,51:18.0,49:17.5
Factor One,CADEX 42,Road,653200,8,51:08.5,49:20.0
Factor One,Campagnolo Bora Ultra 35,Road,674500,33,51:25.0,49:19.5
Factor One,Campagnolo Bora Ultra 50,Road,688700,27,50:58.5,49:19.5
Factor One,DT Swiss ARC 1100 DICUT 62,Road,610600,8,50:50.5,49:18.5
Factor One,DT Swiss ARC 1100 DICUT DISC,Road,2005800,42,50:25.0,49:37.0
Factor One,ENVE SES 2.2,Road,617700,17,51:24.5,49:19.5
Factor One,ENVE SES 3.4,Road,617700,8,50:58.5,49:18.0
Factor One,ENVE SES 6.7,Road,617700,25,50:52.5,49:26.0
Factor One,ENVE SES 7.8,Road,631900,39,50:40.0,49:22.0
Factor One,ENVE SES 8.9,Road,631900,31,50:41.0,49:30.5
Factor One,FFWD RYOT55,Road,539700,23,50:58.0,49:18.0
Factor One,Giant SLR 0,Road,617800,22,51:01.5,49:18.5
Factor One,Lightweight Meilenstein,Road,426000,8,51:11.0,49:10.0
Factor One,Mavic Comete Pro Carbon SL UST,Road,568000,23,50:59.0,49:36.5
Factor One,Mavic Cosmic CXR60c,Road,568000,16,51:03.0,49:34.5
Factor One,Mavic Cosmic Ultimate UST,Road,568000,9,51:05.5,49:32.0
Factor One,Novatec R4,Road,521900,24,51:21.0,49:31.0
Factor One,Roval Alpinist CLX,Road,561300,32,51:11.5,49:10.0
Factor One,Roval CLX64,Road,596400,8,50:54.5,49:26.0
Factor One,Roval Rapide CLX,Road,621300,14,50:54.5,49:21.0
Factor One,Shimano C40,Road,511300,12,51:12.5,49:29.5
Factor One,Shimano C50,Road,514700,28,50:50.0,49:33.5
Factor One,Shimano C50,Road,514700,28,50:50.0,49:33.5
Factor One,Shimano C60,Road,518300,18,51:01.5,49:37.0
Factor One,Zipp 202,Road,575200,11,51:19.5,49:20.5
Factor One,Zipp 353 NSW,Road,681600,19,50:55.5,49:18.0
Factor One,Zipp 404,Road,575200,15,50:51.5,49:22.0
Factor One,Zipp 454,Road,710000,24,50:48.5,49:19.0
Factor One,Zipp 808,Road,603600,13,50:42.5,49:28.0
Factor One,Zipp 808/Super9,Road,1501700,35,50:33.5,49:37.0
Factor One,Zipp 858,Road,738400,37,50:38.5,49:25.0
Factor One,Zipp 858/Super9,Road,1934800,45,50:31.5,49:36.0
Factor One,Zwift 32mm Carbon,Road,426000,8,51:24.5,49:26.0
Factor One,Zwift 50mm Carbon,Road,546700,8,51:12.0,49:27.0
Factor One,Zwift Buffalo Fahrrad,Road,429200,40,51:29.5,49:33.0
Factor One,Zwift Classic,Road,461600,8,51:30.5,49:34.0
Factor One,Zwift Safety,Road,1136000,44,51:25.0,49:25.5
Felt AR,Bontrager Aeolus5,Road,809400,34,51:00.0,49:01.0
Felt AR,CADEX 36,Road,896400,34,51:12.5,48:56.5
Felt AR,CADEX 42,Road,866200,34,51:03.0,48:59.0
Felt AR,Campagnolo Bora Ultra 35,Road,887500,34,51:19.5,48:58.5
Felt AR,Campagnolo Bora Ultra 50,Road,901700,34,50:53.0,48:58.5
Felt AR,DT Swiss ARC 1100 DICUT 62,Road,823600,34,50:45.0,48:57.5
Felt AR,DT Swiss ARC 1100 DICUT DISC,Road,2218800,42,50:19.5,49:16.0
Felt AR,ENVE SES 2.2,Road,830700,34,51:19.0,48:58.5
Felt AR,ENVE SES 3.4,Road,830700,34,50:53.0,48:57.0
Felt AR,ENVE SES 6.7,Road,830700,34,50:47.0,49:05.0
Felt AR,ENVE SES 7.8,Road,844900,39,50:34.5,49:01.0
Felt AR,ENVE SES 8.9,Road,844900,34,50:35.5,49:09.5
Felt AR,FFWD RYOT55,Road,752700,34,50:52.5,48:57.0
Felt AR,Giant SLR 0,Road,830800,34,50:56.0,48:57.5
Felt AR,Lightweight Meilenstein,Road,639000,34,51:05.5,48:49.0
Felt AR,Mavic Comete Pro Carbon SL UST,Road,781000,34,50:53.5,49:15.5
Felt AR,Mavic Cosmic CXR60c,Road,781000,34,50:57.5,49:13.5
Felt AR,Mavic Cosmic Ultimate UST,Road,781000,34,51:00.0,49:11.0
Felt AR,Novatec R4,Road,734900,34,51:15.5,49:10.0
Felt AR,Roval Alpinist CLX,Road,774300,34,51:06.0,48:49.0
Felt AR,Roval CLX64,Road,809400,34,50:49.0,49:05.0
Felt AR,Roval Rapide CLX,Road,834300,34,50:49.0,49:00.0
Felt AR,Shimano C40,Road,724300,34,51:07.0,49:08.5
Felt AR,Shimano C50,Road,727700,34,50:44.5,49:12.5
Felt AR,Shimano C50,Road,727700,34,50:44.5,49:12.5
Felt AR,Shimano C60,Road,731300,34,50:56.0,49:16.0
Felt AR,Zipp 202,Road,788200,34,51:14.0,48:59.5
Felt AR,Zipp 353 NSW,Road,894600,34,50:50.0,48:57.0
Felt AR,Zipp 404,Road,788200,34,50:46.0,49:01.0
Felt AR,Zipp 454,Road,923000,34,50:43.0,48:58.0
Felt AR,Zipp 808,Road,816600,34,50:37.0,49:07.0
Felt AR,Zipp 808/Super9,Road,1714700,35,50:28.0,49:16.0
Felt AR,Zipp 858,Road,951400,37,50:33.0,49:04.0
Felt AR,Zipp 858/Super9,Road,2147800,45,50:26.0,49:15.0
Felt AR,Zwift 32mm Carbon,Road,639000,34,51:19.0,49:05.0
Felt AR,Zwift 50mm Carbon,Road,759700,34,51:06.5,49:06.0
Felt AR,Zwift Buffalo Fahrrad,Road,642200,40,51:24.0,49:12.0
Felt AR,Zwift Classic,Road,674600,34,51:25.0,49:13.0
Felt AR,Zwift Safety,Road,1349000,44,51:19.5,49:04.5
Felt IA,Bontrager Aeolus5,TT,1235400,37,49:25.0,50:05.5
Felt IA,CADEX 36,TT,1322400,37,49:37.5,50:01.0
Felt IA,CADEX 42,TT,1292200,37,49:28.0,50:03.5
Felt IA,Campagnolo Bora Ultra 35,TT,1313500,37,49:44.5,50:03.0
Felt IA,Campagnolo Bora Ultra 50,TT,1327700,37,49:18.0,50:03.0
Felt IA,DT Swiss ARC 1100 DICUT 62,TT,1249600,37,49:10.0,50:02.0
Felt IA,DT Swiss ARC 1100 DICUT DISC,TT,2644800,42,48:44.5,50:20.5
Felt IA,ENVE SES 2.2,TT,1256700,37,49:44.0,50:03.0
Felt IA,ENVE SES 3.4,TT,1256700,37,49:18.0,50:01.5
Felt IA,ENVE SES 6.7,TT,1256700,37,49:12.0,50:09.5
Felt IA,ENVE SES 7.8,TT,1270900,39,48:59.5,50:05.5
Felt IA,ENVE SES 8.9,TT,1270900,37,49:00.5,50:14.0
Felt IA,FFWD RYOT55,TT,1178700,37,49:17.5,50:01.5
Felt IA,Giant SLR 0,TT,1256800,37,49:21.0,50:02.0
Felt IA,Lightweight Meilenstein,TT,1065000,37,49:30.5,49:53.5
Felt IA,Mavic Comete Pro Carbon SL UST,TT,1207000,37,49:18.5,50:20.0
Felt IA,Mavic Cosmic CXR60c,TT,1207000,37,49:22.5,50:18.0
Felt IA,Mavic Cosmic Ultimate UST,TT,1207000,37,49:25.0,50:15.5
Felt IA,Novatec R4,TT,1160900,37,49:40.5,50:14.5
Felt IA,Roval Alpinist CLX,TT,1200300,37,49:31.0,49:53.5
Felt IA,Roval CLX64,TT,1235400,37,49:14.0,50:09.5
Felt IA,Roval Rapide CLX,TT,1260300,37,49:14.0,50:04.5
Felt IA,Shimano C40,TT,1150300,37,49:32.0,50:13.0
Felt IA,Shimano C50,TT,1153700,37,49:09.5,50:17.0
Felt IA,Shimano C50,TT,1153700,37,49:09.5,50:17.0
Felt IA,Shimano C60,TT,1157300,37,49:21.0,50:20.5
Felt IA,Zipp 202,TT,1214200,37,49:39.0,50:04.0
Felt IA,Zipp 353 NSW,TT,1320600,37,49:15.0,50:01.5
Felt IA,Zipp 404,TT,1214200,37,49:11.0,50:05.5
Felt IA,Zipp 454,TT,1349000,37,49:08.0,50:02.5
Felt IA,Zipp 808,TT,1242600,37,49:02.0,50:11.5
Felt IA,Zipp 808/Super9,TT,2140700,37,48:53.0,50:20.5
Felt IA,Zipp 858,TT,1377400,37,48:58.0,50:08.5
Felt IA,Zipp 858/Super9,TT,2573800,45,48:51.0,50:19.5
Felt IA,Zwift 32mm Carbon,TT,1065000,37,49:44.0,50:09.5
Felt IA,Zwift 50mm Carbon,TT,1185700,37,49:31.5,50:10.5
Felt IA,Zwift Buffalo Fahrrad,TT,1068200,40,49:49.0,50:16.5
Felt IA,Zwift Classic,TT,1100600,37,49:50.0,50:17.5
Felt IA,Zwift Safety,TT,1775000,44,49:44.5,50:09.0
Focus Izalco Max,Bontrager Aeolus5,Road,596400,20,51:03.5,49:06.0
Focus Izalco Max,CADEX 36,Road,683400,26,51:16.0,49:01.5
Focus Izalco Max,CADEX 42,Road,653200,8,51:06.5,49:04.0
Focus Izalco Max,Campagnolo Bora Ultra 35,Road,674500,33,51:23.0,49:03.5
Focus Izalco Max,Campagnolo Bora Ultra 50,Road,688700,27,50:56.5,49:03.5
Focus Izalco Max,DT Swiss ARC 1100 DICUT 62,Road,610600,8,50:48.5,49:02.5
Focus Izalco Max,DT Swiss ARC 1100 DICUT DISC,Road,2005800,42,50:23.0,49:21.0
Focus Izalco Max,ENVE SES 2.2,Road,617700,17,51:22.5,49:03.5
Focus Izalco Max,ENVE SES 3.4,Road,617700,8,50:56.5,49:02.0
Focus Izalco Max,ENVE SES 6.7,Road,617700,25,50:50.5,49:10.0
Focus Izalco Max,ENVE SES 7.8,Road,631900,39,50:38.0,49:06.0
Focus Izalco Max,ENVE SES 8.9,Road,631900,31,50:39.0,49:14.5
Focus Izalco Max,FFWD RYOT55,Road,539700,23,50:56.0,49:02.0
Focus Izalco Max,Giant SLR 0,Road,617800,22,50:59.5,49:02.5
Focus Izalco Max,Lightweight Meilenstein,Road,426000,8,51:09.0,48:54.0
Focus Izalco Max,Mavic Comete Pro Carbon SL UST,Road,568000,23,50:57.0,49:20.5
Focus Izalco Max,Mavic Cosmic CXR60c,Road,568000,16,51:01.0,49:18.5
Focus Izalco Max,Mavic Cosmic Ultimate UST,Road,568000,9,51:03.5,49:16.0
Focus Izalco Max,Novatec R4,Road,521900,24,51:19.0,49:15.0
Focus Izalco Max,Roval Alpinist CLX,Road,561300,32,51:09.5,48:54.0
Focus Izalco Max,Roval CLX64,Road,596400,8,50:52.5,49:10.0
Focus Izalco Max,Roval Rapide CLX,Road,621300,14,50:52.5,49:05.0
Focus Izalco Max,Shimano C40,Road,511300,12,51:10.5,49:13.5
Focus Izalco Max,Shimano C50,Road,514700,28,50:48.0,49:17.5
Focus Izalco Max,Shimano C50,Road,514700,28,50:48.0,49:17.5
Focus Izalco Max,Shimano C60,Road,518300,18,50:59.5,49:21.0
Focus Izalco Max,Zipp 202,Road,575200,11,51:17.5,49:04.5
Focus Izalco Max,Zipp 353 NSW,Road,681600,19,50:53.5,49:02.0
Focus Izalco Max,Zipp 404,Road,575200,15,50:49.5,49:06.0
Focus Izalco Max,Zipp 454,Road,710000,24,50:46.5,49:03.0
Focus Izalco Max,Zipp 808,Road,603600,13,50:40.5,49:12.0
Focus Izalco Max,Zipp 808/Super9,Road,1501700,35,50:31.5,49:21.0
Focus Izalco Max,Zipp 858,Road,738400,37,50:36.5,49:09.0
Focus Izalco Max,Zipp 858/Super9,Road,1934800,45,50:29.5,49:20.0
Focus Izalco Max,Zwift 32mm Carbon,Road,426000,8,51:22.5,49:10.0
Focus Izalco Max,Zwift 50mm Carbon,Road,546700,8,51:10.0,49:11.0
Focus Izalco Max,Zwift Buffalo Fahrrad,Road,429200,40,51:27.5,49:17.0
Focus Izalco Max,Zwift Classic,Road,461600,8,51:28.5,49:18.0
Focus Izalco Max,Zwift Safety,Road,1136000,44,51:23.0,49:09.5
Giant Propel Advanced SL Disc,Bontrager Aeolus5,Road,986900,22,51:02.5,49:10.5
Giant Propel Advanced SL Disc,CADEX 36,Road,1073900,26,51:15.0,49:06.0
Giant Propel Advanced SL Disc,CADEX 42,Road,1043700,22,51:05.5,49:08.5
Giant Propel Advanced SL Disc,Campagnolo Bora Ultra 35,Road,1065000,33,51:22.0,49:08.0
Giant Propel Advanced SL Disc,Campagnolo Bora Ultra 50,Road,1079200,27,50:55.5,49:08.0
Giant Propel Advanced SL Disc,DT Swiss ARC 1100 DICUT 62,Road,1001100,22,50:47.5,49:07.0
Giant Propel Advanced SL Disc,DT Swiss ARC 1100 DICUT DISC,Road,2396300,42,50:22.0,49:25.5
Giant Propel Advanced SL Disc,ENVE SES 2.2,Road,1008200,22,51:21.5,49:08.0
Giant Propel Advanced SL Disc,ENVE SES 3.4,Road,1008200,22,50:55.5,49:06.5
Giant Propel Advanced SL Disc,ENVE SES 6.7,Road,1008200,25,50:49.5,49:14.5
Giant Propel Advanced SL Disc,ENVE SES 7.8,Road,1022400,39,50:37.0,49:10.5
Giant Propel Advanced SL Disc,ENVE SES 8.9,Road,1022400,31,50:38.0,49:19.0
Giant Propel Advanced SL Disc,FFWD RYOT55,Road,930200,23,50:55.0,49:06.5
Giant Propel Advanced SL Disc,Giant SLR 0,Road,1008300,22,50:58.5,49:07.0
Giant Propel Advanced SL Disc,Lightweight Meilenstein,Road,816500,22,51:08.0,48:58.5
Giant Propel Advanced SL Disc,Mavic Comete Pro Carbon SL UST,Road,958500,23,50:56.0,49:25.0
Giant Propel Advanced SL Disc,Mavic Cosmic CXR60c,Road,958500,22,51:00.0,49:23.0
Giant Propel Advanced SL Disc,Mavic Cosmic Ultimate UST,Road,958500,22,51:02.5,49:20.5
Giant Propel Advanced SL Disc,Novatec R4,Road,912400,24,51:18.0,49:19.5
Giant Propel Advanced SL Disc,Roval Alpinist CLX,Road,951800,32,51:08.5,48:58.5
Giant Propel Advanced SL Disc,Roval CLX64,Road,986900,22,50:51.5,49:14.5
Giant Propel Advanced SL Disc,Roval Rapide CLX,Road,1011800,22,50:51.5,49:09.5
Giant Propel Advanced SL Disc,Shimano C40,Road,901800,22,51:09.5,49:18.0
Giant Propel Advanced SL Disc,Shimano C50,Road,905200,28,50:47.0,49:22.0
Giant Propel Advanced SL Disc,Shimano C50,Road,905200,28,50:47.0,49:22.0
Giant Propel Advanced SL Disc,Shimano C60,Road,908800,22,50:58.5,49:25.5
Giant Propel Advanced SL Disc,Zipp 202,Road,965700,22,51:16.5,49:09.0
Giant Propel Advanced SL Disc,Zipp 353 NSW,Road,1072100,22,50:52.5,49:06.5
Giant Propel Advanced SL Disc,Zipp 404,Road,965700,22,50:48.5,49:10.5
Giant Propel Advanced SL Disc,Zipp 454,Road,1100500,24,50:45.5,49:07.5
Giant Propel Advanced SL Disc,Zipp 808,Road,994100,22,50:39.5,49:16.5
Giant Propel Advanced SL Disc,Zipp 808/Super9,Road,1892200,35,50:30.5,49:25.5
Giant Propel Advanced SL Disc,Zipp 858,Road,1128900,37,50:35.5,49:13.5
Giant Propel Advanced SL Disc,Zipp 858/Super9,Road,2325300,45,50:28.5,49:24.5
Giant Propel Advanced SL Disc,Zwift 32mm Carbon,Road,816500,22,51:21.5,49:14.5
Giant Propel Advanced SL Disc,Zwift 50mm Carbon,Road,937200,22,51:09.0,49:15.5
Giant Propel Advanced SL Disc,Zwift Buffalo Fahrrad,Road,819700,40,51:26.5,49:21.5
Giant Propel Advanced SL Disc,Zwift Classic,Road,852100,22,51:27.5,49:22.5
Giant Propel Advanced SL Disc,Zwift Safety,Road,1526500,44,51:22.0,49:14.0
Giant TCR Advanced SL,Bontrager Aeolus5,Road,475700,20,51:12.5,49:01.5
Giant TCR Advanced SL,CADEX 36,Road,562700,26,51:25.0,48:57.0
Giant TCR Advanced SL,CADEX 42,Road,532500,8,51:15.5,48:59.5
Giant TCR Advanced SL,Campagnolo Bora Ultra 35,Road,553800,33,51:32.0,48:59.0
Giant TCR Advanced SL,Campagnolo Bora Ultra 50,Road,568000,27,51:05.5,48:59.0
Giant TCR Advanced SL,DT Swiss ARC 1100 DICUT 62,Road,489900,8,50:57.5,48:58.0
Giant TCR Advanced SL,DT Swiss ARC 1100 DICUT DISC,Road,1885100,42,50:32.0,49:16.5
Giant TCR Advanced SL,ENVE SES 2.2,Road,497000,17,51:31.5,48:59.0
Giant TCR Advanced SL,ENVE SES 3.4,Road,497000,8,51:05.5,48:57.5
Giant TCR Advanced SL,ENVE SES 6.7,Road,497000,25,50:59.5,49:05.5
Giant TCR Advanced SL,ENVE SES 7.8,Road,511200,39,50:47.0,49:01.5
Giant TCR Advanced SL,ENVE SES 8.9,Road,511200,31,50:48.0,49:10.0
Giant TCR Advanced SL,FFWD RYOT55,Road,419000,23,51:05.0,48:57.5
Giant TCR Advanced SL,Giant SLR 0,Road,497100,22,51:08.5,48:58.0
Giant TCR Advanced SL,Lightweight Meilenstein,Road,305300,8,51:18.0,48:49.5
Giant TCR Advanced SL,Mavic Comete Pro Carbon SL UST,Road,447300,23,51:06.0,49:16.0
Giant TCR Advanced SL,Mavic Cosmic CXR60c,Road,447300,16,51:10.0,49:14.0
Giant TCR Advanced SL,Mavic Cosmic Ultimate UST,Road,447300,9,51:12.5,49:11.5
Giant TCR Advanced SL,Novatec R4,Road,401200,24,51:28.0,49:10.5
Giant TCR Advanced SL,Roval Alpinist CLX,Road,440600,32,51:18.5,48:49.5
Giant TCR Advanced SL,Roval CLX64,Road,475700,8,51:01.5,49:05.5
Giant TCR Advanced SL,Roval Rapide CLX,Road,500600,14,51:01.5,49:00.5
Giant TCR Advanced SL,Shimano C40,Road,390600,12,51:19.5,49:09.0
Giant TCR Advanced SL,Shimano C50,Road,394000,28,50:57.0,49:13.0
Giant TCR Advanced SL,Shimano C50,Road,394000,28,50:57.0,49:13.0
Giant TCR Advanced SL,Shimano C60,Road,397600,18,51:08.5,49:16.5
Giant TCR Advanced SL,Zipp 202,Road,454500,11,51:26.5,49:00.0
Giant TCR Advanced SL,Zipp 353 NSW,Road,560900,19,51:02.5,48:57.5
Giant TCR Advanced SL,Zipp 404,Road,454500,15,50:58.5,49:01.5
Giant TCR Advanced SL,Zipp 454,Road,589300,24,50:55.5,48:58.5
Giant TCR Advanced SL,Zipp 808,Road,482900,13,50:49.5,49:07.5
Giant TCR Advanced SL,Zipp 808/Super9,Road,1381000,35,50:40.5,49:16.5
Giant TCR Advanced SL,Zipp 858,Road,617700,37,50:45.5,49:04.5
Giant TCR Advanced SL,Zipp 858/Super9,Road,1814100,45,50:38.5,49:15.5
Giant TCR Advanced SL,Zwift 32mm Carbon,Road,305300,8,51:31.5,49:05.5
Giant TCR Advanced SL,Zwift 50mm Carbon,Road,426000,8,51:19.0,49:06.5
Giant TCR Advanced SL,Zwift Buffalo Fahrrad,Road,308500,40,51:36.5,49:12.5
Giant TCR Advanced SL,Zwift Classic,Road,340900,8,51:37.5,49:13.5
Giant TCR Advanced SL,Zwift Safety,Road,1015300,44,51:32.0,49:05.0
Giant TCR Advanced SL Disc,Bontrager Aeolus5,Road,915900,20,51:12.0,49:15.0
Giant TCR Advanced SL Disc,CADEX 36,Road,1002900,26,51:24.5,49:10.5
Giant TCR Advanced SL Disc,CADEX 42,Road,972700,14,51:15.0,49:13.0
Giant TCR Advanced SL Disc,Campagnolo Bora Ultra 35,Road,994000,33,51:31.5,49:12.5
Giant TCR Advanced SL Disc,Campagnolo Bora Ultra 50,Road,1008200,27,51:05.0,49:12.5
Giant TCR Advanced SL Disc,DT Swiss ARC 1100 DICUT 62,Road,930100,14,50:57.0,49:11.5
Giant TCR Advanced SL Disc,DT Swiss ARC 1100 DICUT DISC,Road,2325300,42,50:31.5,49:30.0
Giant TCR Advanced SL Disc,ENVE SES 2.2,Road,937200,17,51:31.0,49:12.5
Giant TCR Advanced SL Disc,ENVE SES 3.4,Road,937200,14,51:05.0,49:11.0
Giant TCR Advanced SL Disc,ENVE SES 6.7,Road,937200,25,50:59.0,49:19.0
Giant TCR Advanced SL Disc,ENVE SES 7.8,Road,951400,39,50:46.5,49:15.0
Giant TCR Advanced SL Disc,ENVE SES 8.9,Road,951400,31,50:47.5,49:23.5
Giant TCR Advanced SL Disc,FFWD RYOT55,Road,859200,23,51:04.5,49:11.0
Giant TCR Advanced SL Disc,Giant SLR 0,Road,937300,22,51:08.0,49:11.5
Giant TCR Advanced SL Disc,Lightweight Meilenstein,Road,745500,14,51:17.5,49:03.0
Giant TCR Advanced SL Disc,Mavic Comete Pro Carbon SL UST,Road,887500,23,51:05.5,49:29.5
Giant TCR Advanced SL Disc,Mavic Cosmic CXR60c,Road,887500,16,51:09.5,49:27.5
Giant TCR Advanced SL Disc,Mavic Cosmic Ultimate UST,Road,887500,14,51:12.0,49:25.0
Giant TCR Advanced SL Disc,Novatec R4,Road,841400,24,51:27.5,49:24.0
Giant TCR Advanced SL Disc,Roval Alpinist CLX,Road,880800,32,51:18.0,49:03.0
Giant TCR Advanced SL Disc,Roval CLX64,Road,915900,14,51:01.0,49:19.0
Giant TCR Advanced SL Disc,Roval Rapide CLX,Road,940800,14,51:01.0,49:14.0
Giant TCR Advanced SL Disc,Shimano C40,Road,830800,14,51:19.0,49:22.5
Giant TCR Advanced SL Disc,Shimano C50,Road,834200,28,50:56.5,49:26.5
Giant TCR Advanced SL Disc,Shimano C50,Road,834200,28,50:56.5,49:26.5
Giant TCR Advanced SL Disc,Shimano C60,Road,837800,18,51:08.0,49:30.0
Giant TCR Advanced SL Disc,Zipp 202,Road,894700,14,51:26.0,49:13.5
Giant TCR Advanced SL Disc,Zipp 353 NSW,Road,1001100,19,51:02.0,49:11.0
Giant TCR Advanced SL Disc,Zipp 404,Road,894700,15,50:58.0,49:15.0
Giant TCR Advanced SL Disc,Zipp 454,Road,1029500,24,50:55.0,49:12.0
Giant TCR Advanced SL Disc,Zipp 808,Road,923100,14,50:49.0,49:21.0
Giant TCR Advanced SL Disc,Zipp 808/Super9,Road,1821200,35,50:40.0,49:30.0
Giant TCR Advanced SL Disc,Zipp 858,Road,1057900,37,50:45.0,49:18.0
Giant TCR Advanced SL Disc,Zipp 858/Super9,Road,2254300,45,50:38.0,49:29.0
Giant TCR Advanced SL Disc,Zwift 32mm Carbon,Road,745500,14,51:31.0,49:19.0
Giant TCR Advanced SL Disc,Zwift 50mm Carbon,Road,866200,14,51:18.5,49:20.0
Giant TCR Advanced SL Disc,Zwift Buffalo Fahrrad,Road,748700,40,51:36.0,49:26.0
Giant TCR Advanced SL Disc,Zwift Classic,Road,781100,14,51:37.0,49:27.0
Giant TCR Advanced SL Disc,Zwift Safety,Road,1455500,44,51:31.5,49:18.5
Liv Langma Advanced SL,Bontrager Aeolus5,Road,915900,22,51:15.0,49:01.5
Liv Langma Advanced SL,CADEX 36,Road,1002900,26,51:27.5,48:57.0
Liv Langma Advanced SL,CADEX 42,Road,972700,22,51:18.0,48:59.5
Liv Langma Advanced SL,Campagnolo Bora Ultra 35,Road,994000,33,51:34.5,48:59.0
Liv Langma Advanced SL,Campagnolo Bora Ultra 50,Road,1008200,27,51:08.0,48:59.0
Liv Langma Advanced SL,DT Swiss ARC 1100 DICUT 62,Road,930100,22,51:00.0,48:58.0
Liv Langma Advanced SL,DT Swiss ARC 1100 DICUT DISC,Road,2325300,42,50:34.5,49:16.5
Liv Langma Advanced SL,ENVE SES 2.2,Road,937200,22,51:34.0,48:59.0
Liv Langma Advanced SL,ENVE SES 3.4,Road,937200,22,51:08.0,48:57.5
Liv Langma Advanced SL,ENVE SES 6.7,Road,937200,25,51:02.0,49:05.5
Liv Langma Advanced SL,ENVE SES 7.8,Road,951400,39,50:49.5,49:01.5
Liv Langma Advanced SL,ENVE SES 8.9,Road,951400,31,50:50.5,49:10.0
Liv Langma Advanced SL,FFWD RYOT55,Road,859200,23,51:07.5,48:57.5
Liv Langma Advanced SL,Giant SLR 0,Road,937300,22,51:11.0,48:58.0
Liv Langma Advanced SL,Lightweight Meilenstein,Road,745500,22,51:20.5,48:49.5
Liv Langma Advanced SL,Mavic Comete Pro Carbon SL UST,Road,887500,23,51:08.5,49:16.0
Liv Langma Advanced SL,Mavic Cosmic CXR60c,Road,887500,22,51:12.5,49:14.0
Liv Langma Advanced SL,Mavic Cosmic Ultimate UST,Road,887500,22,51:15.0,49:11.5
Liv Langma Advanced SL,Novatec R4,Road,841400,24,51:30.5,49:10.5
Liv Langma Advanced SL,Roval Alpinist CLX,Road,880800,32,51:21.0,48:49.5
Liv Langma Advanced SL,Roval CLX64,Road,915900,22,51:04.0,49:05.5
Liv Langma Advanced SL,Roval Rapide CLX,Road,940800,22,51:04.0,49:00.5
Liv Langma Advanced SL,Shimano C40,Road,830800,22,51:22.0,49:09.0
Liv Langma Advanced SL,Shimano C50,Road,834200,28,50:59.5,49:13.0
Liv Langma Advanced SL,Shimano C50,Road,834200,28,50:59.5,49:13.0
Liv Langma Advanced SL,Shimano C60,Road,837800,22,51:11.0,49:16.5
Liv Langma Advanced SL,Zipp 202,Road,894700,22,51:29.0,49:00.0
Liv Langma Advanced SL,Zipp 353 NSW,Road,1001100,22,51:05.0,48:57.5
Liv Langma Advanced SL,Zipp 404,Road,894700,22,51:01.0,49:01.5
Liv Langma Advanced SL,Zipp 454,Road,1029500,24,50:58.0,48:58.5
Liv Langma Advanced SL,Zipp 808,Road,923100,22,50:52.0,49:07.5
